2.93871 3.374194 2.106452 2.290323 5.548387 3.577419 5.170968
4.185714 3.360714 4.742857 4.346429 5.175 5.15 5.614286
7.667742 6.129032 8.158065 8 6.896774 8.73871 7.967742
14.576667 12.68 15.09 15.116667 13.323333 15.756667 14.686667
19.303226 18.232258 19.735484 19.967742 18.793548 20.474194 19.922581
22.376667 21.58 22.613333 23.423333 21.853333 23.79 23.063333
24.909677 24.351613 24.26129 25.296774 25.941935 26.274194 27.083871
28.206452 27.648387 26.280645 28.096774 28.035484 28.670968 28.770968
23.926667 22.893333 21.75 23.696667 23.973333 25.193333 24.21
16.954839 16.048387 14.667742 16.329032 17.635484 17.729032 17.767742
13.52 11.516667 10.833333 12.446667 14.313333 14.44 14.01
1.893548 2.048387 0.258065 0.916129 4.435484 2.496774 4.080645
-1.274194 -1.4 -1.674194 -3.380645 0.941935 0.551613 1.187097
6.157143 4.271429 6.6 6.4 6.235714 7.192857 6.682143
7.258065 5.867742 7.745161 7.870968 7.919355 8.412903 8.674194
15.316667 13.093333 14.963333 15.253333 14.186667 15.413333 15.146667
20.683871 18.464516 20.293548 21.167742 18.935484 21.412903 20.351613
24.806667 23.76 23.766667 24.543333 24.013333 24.53 24.633333
27.53871 26.235484 26.722581 27.383871 27.416129 28.164516 27.912903
27.445161 26.090323 26.064516 27.529032 27.470968 28.335484 26.935484
24.653333 23.173333 23.143333 24.5 25.663333 26.33 24.966667
16.577419 14.619355 14.1 16.235484 17.093548 17.654839 15.674194
10.283333 8.036667 8.773333 9.533333 10.673333 11.313333 9.89
8.183871 6.074194 6.306452 7.019355 8.745161 8.570968 7.816129
1.293548 1.006452 1.096774 0.83871 3.064516 2.780645 3.367742
3.724138 2.006897 4.031034 4.468966 4.344828 5.548276 5.210345
6.706452 5.406452 7.622581 7.480645 6.974194 8.206452 8.258065
15.006667 13.24 16.483333 15.896667 13.933333 16.726667 15.773333
17.9 16.629032 18.380645 18.387097 16.764516 19.335484 18.564516
24.876667 23.126667 25.436667 25.416667 23.913333 26.43 25.68
29.206452 27.919355 28.093548 28.854839 29.067742 30.096774 29.374194
26.422581 26.083871 25.270968 26.154839 26.806452 27.448387 27.316129
22.416667 21.926667 21.18 22.706667 23.523333 23.483333 23.07
16.087097 15.222581 14.719355 16.393548 17.290323 17.53871 16.645161
8.01 7.406667 7.59 8.5 9.77 10.006667 9.316667
3.032258 2.303226 2.751613 2.996774 5.074194 4.506452 5.009677
2.245161 1.680645 1.922581 1.906452 4.151613 3.43871 4.535484
0.25 0.307143 0.003571 0.139286 1.928571 1.489286 2.146429
6.648387 4.996774 8.022581 7.554839 6.845161 8.803226 8.448387
13.87 12.063333 14.77 14.913333 13.253333 16.263333 14.993333
18.964516 17.725806 18.990323 19.754839 17.870968 20.116129 19.3
23.733333 22.106667 23.393333 24.4 22.18 24.61 23.813333
28.245161 26.970968 28.141935 28.106452 28.490323 28.790323 29.445161
26.848387 25.732258 26.13871 27.148387 26.541935 27.474194 27.174194
20.823333 20.04 19.436667 21.503333 20.79 21.82 20.696667
16.170968 15.219355 15.316129 16.683871 16.506452 17.112903 16.519355
11.92 11.386667 11.02 11.76 13.266667 13.153333 12.85
5.612903 4.606452 5.770968 5.935484 7.077419 7.016129 7.390323
1.241935 0.290323 1.664516 1.703226 2.232258 2.964516 2.893548
4.035714 3.278571 4.353571 4.664286 4.042857 5.535714 4.917857
9.212903 7.535484 10.064516 9.812903 8.654839 11.064516 10.245161
15.443333 13.36 16.14 16.263333 14.553333 17.12 16.733333
19.029032 17.548387 18.893548 19.687097 17.932258 19.458065 19.232258
25.13 23.746667 25.58 26.63 23.906667 26.486667 25.01
29.690323 28.564516 29.806452 30.174194 28.609677 30.43871 29.232258
26.048387 25.370968 25.067742 26.319355 26.622581 26.6 26.954839
21.913333 21.896667 20.683333 22.29 23.173333 22.69 22.886667
14.470968 14.622581 13.451613 14.5 15.916129 15.116129 15.383871
9.463333 9.28 9.223333 10.306667 10.886667 11.506667 10.503333
5.493548 5.812903 5.645161 6.309677 7.412903 7.645161 6.919355
0.887097 0.364516 1.670968 1.687097 2.067742 2.845161 2.396774
4.346429 3.903571 3.975 4.614286 5.617857 5.310714 5.592857
10.293548 9.035484 10.683871 11.151613 10.141935 12.245161 11.148387
14.49 13.373333 15.403333 15.5 13.793333 16.113333 15.23
19.290323 18.790323 18.880645 19.706452 18.209677 19.645161 19.264516
24.586667 23.823333 24.18 25.113333 23.173333 25.253333 24.316667
29.019355 28.13871 29.283871 29.748387 28.483871 29.287097 29.080645
29.583871 28.309677 29.041935 30.380645 28.696774 30.064516 28.625806
22.53 22.233333 21.783333 22.943333 23.413333 23.993333 22.953333
17.129032 16.522581 16.325806 17.758065 18.63871 19.16129 17.641935
9.75 9.833333 8.723333 9.34 12.3 10.673333 11.6
4.896774 5.122581 4.280645 4.725806 7.264516 5.909677 6.796774
2.948387 2.467742 3.429032 3.03871 4.267742 3.835484 3.980645
